time	V(N016,V_S_low2)	V(N018,V_S_low3)	V(N022,low)	V(V_G_low1,V_S_low1)	V(V_G_low2,V_S_low2)	V(V_G_low3,V_S_low3)	V(phase,V_S_low1)	I(L2)	I(L_cm1[L])	I(L_cm2[L])	I(L_cm3[L])	I(L_ph)	I(R_g1)	I(R_g2)	I(R_g3)
0.000000000000000e+00	4.806976e+01	4.806975e+01	0.000000e+00	2.610504e-04	2.622339e-04	2.628196e-04	4.806977e+01	6.534919e-04	1.633934e-04	1.632700e-04	1.631901e-04	5.514437e-03	-5.122493e-05	-5.124748e-05	-5.124457e-05
9.999999999886402e-10	4.806984e+01	4.806983e+01	0.000000e+00	2.610090e-04	2.621672e-04	2.627750e-04	4.806985e+01	6.534850e-04	1.634185e-04	1.632308e-04	1.631347e-04	5.512293e-03	-5.121690e-05	-5.124503e-05	-5.124259e-05
2.999999999993026e-09	4.806999e+01	4.806998e+01	0.000000e+00	2.608464e-04	2.619267e-04	2.623868e-04	4.807000e+01	6.533434e-04	1.633614e-04	1.631419e-04	1.630422e-04	5.508001e-03	-5.119124e-05	-5.125473e-05	-5.128310e-05
7.000000000001796e-09	4.807030e+01	4.807029e+01	0.000000e+00	2.605171e-04	2.619980e-04	2.627221e-04	4.807031e+01	6.521117e-04	1.628982e-04	1.629161e-04	1.628229e-04	5.499393e-03	-5.112514e-05	-5.115250e-05	-5.115186e-05
1.103991088539816e-08	4.807061e+01	4.807060e+01	0.000000e+00	2.603393e-04	2.616862e-04	2.623167e-04	4.807062e+01	6.510440e-04	1.625704e-04	1.626202e-04	1.625641e-04	5.490663e-03	-5.107625e-05	-5.105662e-05	-5.104816e-05
1.911973265616377e-08	4.807124e+01	4.807122e+01	0.000000e+00	2.598384e-04	2.612026e-04	2.618484e-04	4.807125e+01	6.489733e-04	1.619901e-04	1.620437e-04	1.620683e-04	5.473102e-03	-5.098030e-05	-5.093079e-05	-5.091764e-05
2.911973265615859e-08	4.807200e+01	4.807199e+01	0.000000e+00	2.592231e-04	2.604798e-04	2.610905e-04	4.807201e+01	6.471777e-04	1.615230e-04	1.614722e-04	1.614744e-04	5.451175e-03	-5.086645e-05	-5.085908e-05	-5.085314e-05
3.911973265615341e-08	4.807277e+01	4.807275e+01	0.000000e+00	2.585436e-04	2.600246e-04	2.607405e-04	4.807277e+01	6.444518e-04	1.607699e-04	1.608542e-04	1.608157e-04	5.429038e-03	-5.073347e-05	-5.068446e-05	-5.064444e-05
4.911973265614824e-08	4.807352e+01	4.807351e+01	0.000000e+00	2.579405e-04	2.592173e-04	2.598298e-04	4.807353e+01	6.427274e-04	1.603138e-04	1.602544e-04	1.602293e-04	5.406691e-03	-5.061512e-05	-5.061034e-05	-5.060719e-05
5.911973265614306e-08	4.807428e+01	4.807426e+01	0.000000e+00	2.572416e-04	2.587770e-04	2.595213e-04	4.807429e+01	6.398516e-04	1.595006e-04	1.595916e-04	1.595608e-04	5.384134e-03	-5.047780e-05	-5.042564e-05	-5.038729e-05
6.911973265613788e-08	4.807503e+01	4.807502e+01	0.000000e+00	2.565952e-04	2.580889e-04	2.587932e-04	4.807504e+01	6.372626e-04	1.588139e-04	1.588763e-04	1.589147e-04	5.361369e-03	-5.034992e-05	-5.029055e-05	-5.026631e-05
7.911973265613270e-08	4.807578e+01	4.807576e+01	0.000000e+00	2.559557e-04	2.573460e-04	2.580442e-04	4.807579e+01	6.354101e-04	1.583802e-04	1.582853e-04	1.582715e-04	5.338397e-03	-5.022829e-05	-5.021483e-05	-5.019740e-05
8.911973265612752e-08	4.807653e+01	4.807651e+01	0.000000e+00	2.552549e-04	2.567237e-04	2.574402e-04	4.807653e+01	6.330546e-04	1.576875e-04	1.576764e-04	1.576145e-04	5.315220e-03	-5.009117e-05	-5.008591e-05	-5.006737e-05
9.911973265612235e-08	4.807727e+01	4.807725e+01	0.000000e+00	2.545843e-04	2.560680e-04	2.567812e-04	4.807728e+01	6.306001e-04	1.569756e-04	1.570057e-04	1.569642e-04	5.291836e-03	-4.995711e-05	-4.994050e-05	-4.992876e-05
1.091197326561172e-07	4.807801e+01	4.807799e+01	0.000000e+00	2.539056e-04	2.553998e-04	2.561152e-04	4.807801e+01	6.281754e-04	1.563111e-04	1.563102e-04	1.563227e-04	5.268248e-03	-4.982489e-05	-4.980015e-05	-4.979386e-05
1.191197326561120e-07	4.807874e+01	4.807872e+01	0.000000e+00	2.532174e-04	2.547196e-04	2.554593e-04	4.807875e+01	6.257955e-04	1.556744e-04	1.556574e-04	1.556484e-04	5.244458e-03	-4.969145e-05	-4.966926e-05	-4.965130e-05
1.291197326561068e-07	4.807947e+01	4.807946e+01	0.000000e+00	2.525442e-04	2.539425e-04	2.546376e-04	4.807948e+01	6.239153e-04	1.551589e-04	1.550709e-04	1.549926e-04	5.220465e-03	-4.956085e-05	-4.957643e-05	-4.956985e-05
1.391197326561016e-07	4.808020e+01	4.808018e+01	0.000000e+00	2.518326e-04	2.532903e-04	2.539914e-04	4.808021e+01	6.216145e-04	1.544536e-04	1.544329e-04	1.543476e-04	5.196271e-03	-4.942061e-05	-4.943248e-05	-4.943122e-05
1.491197326560965e-07	4.808092e+01	4.808090e+01	0.000000e+00	2.511177e-04	2.527197e-04	2.534806e-04	4.808093e+01	6.186421e-04	1.536096e-04	1.536874e-04	1.536590e-04	5.171876e-03	-4.927796e-05	-4.923129e-05	-4.921012e-05
1.591197326560913e-07	4.808164e+01	4.808163e+01	0.000000e+00	2.504438e-04	2.518989e-04	2.525982e-04	4.808165e+01	6.165035e-04	1.530633e-04	1.530010e-04	1.530069e-04	5.147282e-03	-4.914804e-05	-4.912796e-05	-4.912392e-05
1.691197326560861e-07	4.808236e+01	4.808234e+01	0.000000e+00	2.496905e-04	2.513061e-04	2.520863e-04	4.808237e+01	6.136615e-04	1.522644e-04	1.523024e-04	1.523089e-04	5.122491e-03	-4.900169e-05	-4.896242e-05	-4.893600e-05
1.791197326560809e-07	4.808307e+01	4.808306e+01	0.000000e+00	2.489722e-04	2.505997e-04	2.513918e-04	4.808308e+01	6.108792e-04	1.515211e-04	1.515823e-04	1.515903e-04	5.097502e-03	-4.885974e-05	-4.880905e-05	-4.877596e-05
1.891197326560757e-07	4.808378e+01	4.808376e+01	0.000000e+00	2.482535e-04	2.498414e-04	2.506316e-04	4.808379e+01	6.084833e-04	1.509174e-04	1.509109e-04	1.508712e-04	5.072318e-03	-4.872097e-05	-4.869046e-05	-4.866073e-05
1.991197326560706e-07	4.808448e+01	4.808447e+01	0.000000e+00	2.475078e-04	2.490753e-04	2.498332e-04	4.808449e+01	6.061341e-04	1.502407e-04	1.502355e-04	1.501903e-04	5.046938e-03	-4.857573e-05	-4.857429e-05	-4.856682e-05
2.091197326560654e-07	4.808519e+01	4.808517e+01	0.000000e+00	2.467666e-04	2.483960e-04	2.491832e-04	4.808519e+01	6.035298e-04	1.495194e-04	1.495081e-04	1.494976e-04	5.021364e-03	-4.842930e-05	-4.841223e-05	-4.840452e-05
2.191197326560602e-07	4.808588e+01	4.808587e+01	0.000000e+00	2.460267e-04	2.476042e-04	2.483736e-04	4.808589e+01	6.010989e-04	1.488253e-04	1.488106e-04	1.487999e-04	4.995598e-03	-4.828436e-05	-4.828209e-05	-4.827743e-05
2.291197326560550e-07	4.808658e+01	4.808656e+01	0.000000e+00	2.452454e-04	2.470398e-04	2.479067e-04	4.808659e+01	5.977877e-04	1.479337e-04	1.480131e-04	1.480447e-04	4.969640e-03	-4.813046e-05	-4.806456e-05	-4.803081e-05
2.391197326560499e-07	4.808726e+01	4.808725e+01	0.000000e+00	2.445447e-04	2.460396e-04	2.468006e-04	4.808727e+01	5.959879e-04	1.474984e-04	1.473829e-04	1.473311e-04	4.943491e-03	-4.799584e-05	-4.800744e-05	-4.799933e-05
2.491197326560447e-07	4.808795e+01	4.808793e+01	0.000000e+00	2.437630e-04	2.453087e-04	2.460588e-04	4.808796e+01	5.938337e-04	1.468406e-04	1.467288e-04	1.466669e-04	4.917153e-03	-4.784439e-05	-4.788105e-05	-4.789500e-05
2.591197326560395e-07	4.808863e+01	4.808861e+01	0.000000e+00	2.429538e-04	2.447503e-04	2.456162e-04	4.808864e+01	5.902961e-04	1.457646e-04	1.459315e-04	1.459066e-04	4.890626e-03	-4.768034e-05	-4.763738e-05	-4.761129e-05
2.691197326560343e-07	4.808931e+01	4.808929e+01	0.000000e+00	2.422270e-04	2.439355e-04	2.447772e-04	4.808932e+01	5.875384e-04	1.451044e-04	1.451618e-04	1.451332e-04	4.863912e-03	-4.753864e-05	-4.748088e-05	-4.744851e-05
2.791197326560291e-07	4.808998e+01	4.808996e+01	0.000000e+00	2.414394e-04	2.431466e-04	2.439782e-04	4.808999e+01	5.849809e-04	1.444843e-04	1.444236e-04	1.443925e-04	4.837012e-03	-4.738950e-05	-4.735232e-05	-4.733166e-05
2.891197326560240e-07	4.809065e+01	4.809063e+01	0.000000e+00	2.406412e-04	2.423291e-04	2.431465e-04	4.809066e+01	5.823827e-04	1.437282e-04	1.437016e-04	1.436692e-04	4.809927e-03	-4.723229e-05	-4.722783e-05	-4.722048e-05
2.991197326560188e-07	4.809132e+01	4.809130e+01	0.000000e+00	2.398681e-04	2.415432e-04	2.423618e-04	4.809133e+01	5.798814e-04	1.430317e-04	1.429728e-04	1.429423e-04	4.782658e-03	-4.707951e-05	-4.708149e-05	-4.707808e-05
3.091197326560136e-07	4.809198e+01	4.809196e+01	0.000000e+00	2.390395e-04	2.408674e-04	2.417475e-04	4.809199e+01	5.765794e-04	1.420836e-04	1.421599e-04	1.421720e-04	4.755205e-03	-4.691606e-05	-4.687525e-05	-4.685306e-05
3.191197326560084e-07	4.809264e+01	4.809262e+01	0.000000e+00	2.382948e-04	2.398859e-04	2.406865e-04	4.809265e+01	5.745561e-04	1.415670e-04	1.414839e-04	1.414301e-04	4.727572e-03	-4.677209e-05	-4.678759e-05	-4.678313e-05
3.291197326560033e-07	4.809329e+01	4.809327e+01	0.000000e+00	2.374417e-04	2.392428e-04	2.401051e-04	4.809330e+01	5.714977e-04	1.406844e-04	1.407025e-04	1.406830e-04	4.699758e-03	-4.660590e-05	-4.658669e-05	-4.657587e-05
3.391197326559981e-07	4.809394e+01	4.809392e+01	0.000000e+00	2.366584e-04	2.383398e-04	2.391637e-04	4.809395e+01	5.689456e-04	1.399589e-04	1.399500e-04	1.399420e-04	4.671765e-03	-4.645067e-05	-4.644924e-05	-4.644742e-05
3.491197326559929e-07	4.809458e+01	4.809456e+01	0.000000e+00	2.358278e-04	2.376229e-04	2.385041e-04	4.809459e+01	5.659749e-04	1.391345e-04	1.391879e-04	1.391601e-04	4.643593e-03	-4.628867e-05	-4.626528e-05	-4.624395e-05
3.591197326559877e-07	4.809522e+01	4.809521e+01	0.000000e+00	2.350199e-04	2.368183e-04	2.376996e-04	4.809523e+01	5.631215e-04	1.384145e-04	1.383959e-04	1.383722e-04	4.615244e-03	-4.613099e-05	-4.609182e-05	-4.606854e-05
3.691197326559825e-07	4.809586e+01	4.809584e+01	0.000000e+00	2.341890e-04	2.359747e-04	2.368510e-04	4.809587e+01	5.603119e-04	1.376513e-04	1.376233e-04	1.375928e-04	4.586720e-03	-4.596889e-05	-4.594505e-05	-4.592741e-05
3.791197326559774e-07	4.809649e+01	4.809647e+01	0.000000e+00	2.333451e-04	2.351844e-04	2.360751e-04	4.809650e+01	5.572572e-04	1.367810e-04	1.368216e-04	1.368143e-04	4.558021e-03	-4.580248e-05	-4.577636e-05	-4.576135e-05
3.891197326559722e-07	4.809712e+01	4.809710e+01	0.000000e+00	2.325124e-04	2.343656e-04	2.352682e-04	4.809713e+01	5.542609e-04	1.359763e-04	1.360005e-04	1.360324e-04	4.529148e-03	-4.563941e-05	-4.560662e-05	-4.559288e-05
3.991197326559670e-07	4.809774e+01	4.809772e+01	0.000000e+00	2.316956e-04	2.334331e-04	2.343165e-04	4.809775e+01	5.519200e-04	1.353796e-04	1.352965e-04	1.352359e-04	4.500103e-03	-4.548202e-05	-4.549045e-05	-4.547671e-05
4.091197326559618e-07	4.809836e+01	4.809834e+01	0.000000e+00	2.308210e-04	2.326382e-04	2.335142e-04	4.809837e+01	5.490281e-04	1.345117e-04	1.345153e-04	1.344690e-04	4.470888e-03	-4.531001e-05	-4.531622e-05	-4.531541e-05
4.191197326559567e-07	4.809898e+01	4.809896e+01	0.000000e+00	2.299805e-04	2.318682e-04	2.327972e-04	4.809899e+01	5.458821e-04	1.336623e-04	1.336825e-04	1.336567e-04	4.441502e-03	-4.514297e-05	-4.511006e-05	-4.509150e-05
4.291197326559515e-07	4.809959e+01	4.809957e+01	0.000000e+00	2.291378e-04	2.309193e-04	2.317852e-04	4.809960e+01	5.432126e-04	1.329221e-04	1.328846e-04	1.328868e-04	4.411947e-03	-4.497948e-05	-4.497477e-05	-4.497650e-05
4.391197326559463e-07	4.810019e+01	4.810017e+01	0.000000e+00	2.282716e-04	2.301121e-04	2.310234e-04	4.810020e+01	5.403394e-04	1.321205e-04	1.321138e-04	1.320866e-04	4.382226e-03	-4.481053e-05	-4.480514e-05	-4.479383e-05
4.491197326559411e-07	4.810079e+01	4.810078e+01	0.000000e+00	2.273875e-04	2.293540e-04	2.303089e-04	4.810081e+01	5.368916e-04	1.311728e-04	1.312508e-04	1.312560e-04	4.352338e-03	-4.463592e-05	-4.458723e-05	-4.456109e-05
4.591197326559359e-07	4.810139e+01	4.810137e+01	0.000000e+00	2.265564e-04	2.283811e-04	2.293071e-04	4.810140e+01	5.343097e-04	1.305390e-04	1.304958e-04	1.304173e-04	4.322285e-03	-4.447473e-05	-4.445903e-05	-4.443382e-05
4.691197326559308e-07	4.810199e+01	4.810197e+01	0.000000e+00	2.256508e-04	2.275835e-04	2.285058e-04	4.810200e+01	5.311752e-04	1.296641e-04	1.296401e-04	1.296269e-04	4.292068e-03	-4.429818e-05	-4.427366e-05	-4.426774e-05
4.791197326559256e-07	4.810257e+01	4.810255e+01	0.000000e+00	2.247849e-04	2.266428e-04	2.275596e-04	4.810259e+01	5.283177e-04	1.288425e-04	1.288349e-04	1.288251e-04	4.261689e-03	-4.412684e-05	-4.412619e-05	-4.412331e-05
4.891197326559204e-07	4.810316e+01	4.810314e+01	0.000000e+00	2.239012e-04	2.258123e-04	2.267537e-04	4.810317e+01	5.253184e-04	1.280187e-04	1.280289e-04	1.279978e-04	4.231149e-03	-4.395427e-05	-4.394422e-05	-4.393093e-05
4.991197326559152e-07	4.810374e+01	4.810372e+01	0.000000e+00	2.230170e-04	2.249077e-04	2.258329e-04	4.810375e+01	5.224035e-04	1.272174e-04	1.272083e-04	1.271827e-04	4.200448e-03	-4.378163e-05	-4.377341e-05	-4.376610e-05
5.091197326559101e-07	4.810431e+01	4.810429e+01	0.000000e+00	2.221158e-04	2.240897e-04	2.250611e-04	4.810432e+01	5.191638e-04	1.263397e-04	1.263631e-04	1.263359e-04	4.169589e-03	-4.360476e-05	-4.357411e-05	-4.355229e-05
5.191197326559049e-07	4.810488e+01	4.810486e+01	0.000000e+00	2.212240e-04	2.231772e-04	2.241281e-04	4.810490e+01	5.160657e-04	1.255098e-04	1.254982e-04	1.255081e-04	4.138573e-03	-4.343010e-05	-4.340038e-05	-4.338813e-05
5.291197326558997e-07	4.810545e+01	4.810542e+01	0.000000e+00	2.203171e-04	2.222626e-04	2.232251e-04	4.810546e+01	5.130314e-04	1.246623e-04	1.246787e-04	1.246706e-04	4.107401e-03	-4.325299e-05	-4.324117e-05	-4.322779e-05
5.391197326558945e-07	4.810601e+01	4.810599e+01	0.000000e+00	2.194404e-04	2.212986e-04	2.222284e-04	4.810602e+01	5.105131e-04	1.240043e-04	1.239071e-04	1.238467e-04	4.076073e-03	-4.308257e-05	-4.309839e-05	-4.309559e-05
5.491197326558893e-07	4.810657e+01	4.810654e+01	0.000000e+00	2.184929e-04	2.204733e-04	2.214251e-04	4.810658e+01	5.071778e-04	1.230019e-04	1.230336e-04	1.230320e-04	4.044592e-03	-4.289558e-05	-4.288979e-05	-4.289069e-05
5.591197326558842e-07	4.810712e+01	4.810710e+01	0.000000e+00	2.175975e-04	2.196286e-04	2.206477e-04	4.810713e+01	5.037952e-04	1.221143e-04	1.221739e-04	1.221343e-04	4.012959e-03	-4.271826e-05	-4.267631e-05	-4.264283e-05
5.691197326558790e-07	4.810767e+01	4.810764e+01	0.000000e+00	2.166845e-04	2.186674e-04	2.196349e-04	4.810768e+01	5.007429e-04	1.213232e-04	1.213120e-04	1.212807e-04	3.981174e-03	-4.254193e-05	-4.251201e-05	-4.249580e-05
5.791197326558738e-07	4.810821e+01	4.810818e+01	0.000000e+00	2.157236e-04	2.178630e-04	2.188940e-04	4.810822e+01	4.970046e-04	1.202975e-04	1.203674e-04	1.204200e-04	3.949240e-03	-4.235316e-05	-4.229414e-05	-4.227306e-05
5.891197326558686e-07	4.810874e+01	4.810872e+01	0.000000e+00	2.148580e-04	2.167137e-04	2.176675e-04	4.810876e+01	4.947648e-04	1.197536e-04	1.196191e-04	1.195673e-04	3.917158e-03	-4.218550e-05	-4.220771e-05	-4.220196e-05
5.991197326558634e-07	4.810928e+01	4.810925e+01	0.000000e+00	2.138833e-04	2.158453e-04	2.167968e-04	4.810929e+01	4.917805e-04	1.188277e-04	1.188075e-04	1.187494e-04	3.884928e-03	-4.199510e-05	-4.202898e-05	-4.203881e-05
6.091197326558583e-07	4.810981e+01	4.810978e+01	0.000000e+00	2.129505e-04	2.150498e-04	2.160818e-04	4.810982e+01	4.881619e-04	1.178268e-04	1.178870e-04	1.178631e-04	3.852553e-03	-4.180809e-05	-4.177463e-05	-4.175607e-05
6.191197326558531e-07	4.811033e+01	4.811031e+01	0.000000e+00	2.120295e-04	2.140356e-04	2.150195e-04	4.811034e+01	4.850409e-04	1.170005e-04	1.169945e-04	1.169984e-04	3.820033e-03	-4.162905e-05	-4.160398e-05	-4.159462e-05
6.291197326558479e-07	4.811085e+01	4.811083e+01	0.000000e+00	2.110756e-04	2.131324e-04	2.141497e-04	4.811086e+01	4.818147e-04	1.161355e-04	1.161326e-04	1.161210e-04	3.787370e-03	-4.144405e-05	-4.142187e-05	-4.140510e-05
6.391197326558427e-07	4.811136e+01	4.811134e+01	0.000000e+00	2.101082e-04	2.122409e-04	2.132744e-04	4.811138e+01	4.782324e-04	1.151505e-04	1.151924e-04	1.152505e-04	3.754565e-03	-4.125352e-05	-4.121166e-05	-4.119777e-05
6.491197326558376e-07	4.811187e+01	4.811185e+01	0.000000e+00	2.091981e-04	2.111487e-04	2.121607e-04	4.811189e+01	4.756604e-04	1.144974e-04	1.144291e-04	1.143496e-04	3.721620e-03	-4.107684e-05	-4.109174e-05	-4.107352e-05
6.591197326558324e-07	4.811238e+01	4.811235e+01	0.000000e+00	2.082119e-04	2.102852e-04	2.112910e-04	4.811239e+01	4.724125e-04	1.135730e-04	1.135482e-04	1.134889e-04	3.688536e-03	-4.088400e-05	-4.088381e-05	-4.088150e-05
6.691197326558272e-07	4.811288e+01	4.811285e+01	0.000000e+00	2.072626e-04	2.093181e-04	2.103328e-04	4.811289e+01	4.691407e-04	1.126447e-04	1.126520e-04	1.126123e-04	3.655314e-03	-4.069535e-05	-4.068786e-05	-4.068371e-05
6.791197326558220e-07	4.811337e+01	4.811335e+01	0.000000e+00	2.062987e-04	2.083696e-04	2.093750e-04	4.811339e+01	4.658360e-04	1.117149e-04	1.117424e-04	1.117468e-04	3.621956e-03	-4.050675e-05	-4.049457e-05	-4.049418e-05
6.891197326558168e-07	4.811386e+01	4.811384e+01	0.000000e+00	2.053172e-04	2.075253e-04	2.086172e-04	4.811388e+01	4.620760e-04	1.107339e-04	1.108093e-04	1.108108e-04	3.588462e-03	-4.031486e-05	-4.025894e-05	-4.022493e-05
6.991197326558117e-07	4.811435e+01	4.811432e+01	0.000000e+00	2.043940e-04	2.063037e-04	2.072510e-04	4.811436e+01	4.597513e-04	1.101348e-04	1.099880e-04	1.099752e-04	3.554835e-03	-4.013694e-05	-4.016596e-05	-4.018045e-05
7.091197326558065e-07	4.811483e+01	4.811480e+01	0.000000e+00	2.033643e-04	2.055708e-04	2.066640e-04	4.811484e+01	4.559755e-04	1.090620e-04	1.090835e-04	1.090584e-04	3.521075e-03	-3.993406e-05	-3.991104e-05	-3.988820e-05
7.191197326558013e-07	4.811530e+01	4.811528e+01	0.000000e+00	2.024087e-04	2.045251e-04	2.055738e-04	4.811532e+01	4.525591e-04	1.081187e-04	1.081696e-04	1.081349e-04	3.487185e-03	-3.974383e-05	-3.971894e-05	-3.969874e-05
7.291197326557961e-07	4.811577e+01	4.811575e+01	0.000000e+00	2.014279e-04	2.035717e-04	2.046263e-04	4.811579e+01	4.492278e-04	1.072432e-04	1.072483e-04	1.072351e-04	3.453164e-03	-3.955377e-05	-3.952702e-05	-3.951462e-05
7.391197326557910e-07	4.811624e+01	4.811621e+01	0.000000e+00	2.004379e-04	2.025600e-04	2.036117e-04	4.811625e+01	4.460025e-04	1.063673e-04	1.063620e-04	1.063306e-04	3.419016e-03	-3.936101e-05	-3.935157e-05	-3.934126e-05
7.491197326557858e-07	4.811670e+01	4.811667e+01	0.000000e+00	1.994482e-04	2.015641e-04	2.025965e-04	4.811671e+01	4.427965e-04	1.054755e-04	1.054486e-04	1.054542e-04	3.384741e-03	-3.916673e-05	-3.916587e-05	-3.916953e-05
7.591197326557806e-07	4.811716e+01	4.811713e+01	0.000000e+00	1.984433e-04	2.006533e-04	2.017471e-04	4.811717e+01	4.391699e-04	1.044919e-04	1.045000e-04	1.045321e-04	3.350340e-03	-3.896890e-05	-3.893914e-05	-3.892385e-05
7.691197326557754e-07	4.811760e+01	4.811758e+01	0.000000e+00	1.974628e-04	1.995832e-04	2.006593e-04	4.811762e+01	4.360100e-04	1.036475e-04	1.036405e-04	1.035861e-04	3.315815e-03	-3.877739e-05	-3.877193e-05	-3.875006e-05
7.791197326557702e-07	4.811805e+01	4.811802e+01	0.000000e+00	1.964255e-04	1.987258e-04	1.998458e-04	4.811806e+01	4.320757e-04	1.025690e-04	1.026584e-04	1.026455e-04	3.281168e-03	-3.857377e-05	-3.852598e-05	-3.850161e-05
7.891197326557651e-07	4.811849e+01	4.811847e+01	0.000000e+00	1.954742e-04	1.975023e-04	1.985188e-04	4.811851e+01	4.294940e-04	1.019085e-04	1.017861e-04	1.017698e-04	3.246400e-03	-3.838897e-05	-3.840971e-05	-3.842280e-05
7.991197326557599e-07	4.811892e+01	4.811890e+01	0.000000e+00	1.944319e-04	1.966031e-04	1.976832e-04	4.811894e+01	4.261393e-04	1.009444e-04	1.009073e-04	1.008543e-04	3.211511e-03	-3.818544e-05	-3.819956e-05	-3.819665e-05
8.091197326557547e-07	4.811936e+01	4.811933e+01	0.000000e+00	1.934253e-04	1.956202e-04	1.966950e-04	4.811937e+01	4.225532e-04	9.993069e-05	9.994850e-05	9.993142e-05	3.176505e-03	-3.798493e-05	-3.797131e-05	-3.796628e-05
8.191197326557495e-07	4.811978e+01	4.811975e+01	0.000000e+00	1.924192e-04	1.946031e-04	1.956867e-04	4.811980e+01	4.191042e-04	9.899363e-05	9.900999e-05	9.900126e-05	3.141381e-03	-3.778828e-05	-3.777017e-05	-3.775998e-05
8.291197326557444e-07	4.812020e+01	4.812017e+01	0.000000e+00	1.914020e-04	1.935795e-04	1.946642e-04	4.812022e+01	4.157807e-04	9.809578e-05	9.811253e-05	9.806192e-05	3.106141e-03	-3.759065e-05	-3.758175e-05	-3.756711e-05
8.391197326557392e-07	4.812062e+01	4.812059e+01	0.000000e+00	1.903761e-04	1.925758e-04	1.936446e-04	4.812063e+01	4.123700e-04	9.716280e-05	9.715473e-05	9.715932e-05	3.070788e-03	-3.738978e-05	-3.737669e-05	-3.737700e-05
8.491197326557340e-07	4.812103e+01	4.812100e+01	0.000000e+00	1.893711e-04	1.914849e-04	1.925458e-04	4.812104e+01	4.093506e-04	9.633790e-05	9.627308e-05	9.624445e-05	3.035322e-03	-3.719318e-05	-3.720852e-05	-3.720894e-05
8.591197326557288e-07	4.812143e+01	4.812141e+01	0.000000e+00	1.883351e-04	1.905292e-04	1.916079e-04	4.812145e+01	4.059002e-04	9.537663e-05	9.533570e-05	9.532324e-05	2.999744e-03	-3.698967e-05	-3.698609e-05	-3.698283e-05
8.691197326557236e-07	4.812183e+01	4.812180e+01	0.000000e+00	1.872937e-04	1.895620e-04	1.906812e-04	4.812184e+01	4.020336e-04	9.429154e-05	9.435343e-05	9.436898e-05	2.964057e-03	-3.678356e-05	-3.674942e-05	-3.673100e-05
8.791197326557185e-07	4.812222e+01	4.812220e+01	0.000000e+00	1.862714e-04	1.885020e-04	1.896139e-04	4.812224e+01	3.985165e-04	9.334482e-05	9.341562e-05	9.341184e-05	2.928261e-03	-3.658400e-05	-3.655798e-05	-3.653811e-05
8.891197326557133e-07	4.812261e+01	4.812259e+01	0.000000e+00	1.852229e-04	1.875312e-04	1.886806e-04	4.812263e+01	3.948566e-04	9.239649e-05	9.247113e-05	9.243436e-05	2.892358e-03	-3.638045e-05	-3.634248e-05	-3.631285e-05
8.991197326557081e-07	4.812300e+01	4.812297e+01	0.000000e+00	1.841995e-04	1.864177e-04	1.875062e-04	4.812301e+01	3.916837e-04	9.159428e-05	9.150270e-05	9.152138e-05	2.856349e-03	-3.618110e-05	-3.616688e-05	-3.616949e-05
9.091197326557029e-07	4.812338e+01	4.812335e+01	0.000000e+00	1.831366e-04	1.853779e-04	1.865000e-04	4.812339e+01	3.882364e-04	9.060319e-05	9.058257e-05	9.057750e-05	2.820236e-03	-3.597197e-05	-3.597917e-05	-3.597476e-05
9.191197326556978e-07	4.812375e+01	4.812372e+01	0.000000e+00	1.820905e-04	1.844377e-04	1.856048e-04	4.812376e+01	3.843843e-04	8.957497e-05	8.959222e-05	8.959305e-05	2.784021e-03	-3.576481e-05	-3.573084e-05	-3.570923e-05
9.291197326556926e-07	4.812412e+01	4.812409e+01	0.000000e+00	1.810568e-04	1.832730e-04	1.843887e-04	4.812413e+01	3.811186e-04	8.868775e-05	8.867169e-05	8.863184e-05	2.747705e-03	-3.556353e-05	-3.556475e-05	-3.555657e-05
9.391197326556874e-07	4.812448e+01	4.812445e+01	0.000000e+00	1.799930e-04	1.823390e-04	1.835069e-04	4.812450e+01	3.774036e-04	8.771559e-05	8.769820e-05	8.765363e-05	2.711288e-03	-3.535576e-05	-3.532771e-05	-3.530966e-05
9.491197326556822e-07	4.812484e+01	4.812481e+01	0.000000e+00	1.789523e-04	1.811051e-04	1.821625e-04	4.812485e+01	3.743624e-04	8.682378e-05	8.676476e-05	8.675566e-05	2.674774e-03	-3.515181e-05	-3.518229e-05	-3.520557e-05
9.591197326556770e-07	4.812519e+01	4.812516e+01	0.000000e+00	1.778763e-04	1.802168e-04	1.813906e-04	4.812521e+01	3.705581e-04	8.576539e-05	8.581927e-05	8.576923e-05	2.638162e-03	-3.493999e-05	-3.493009e-05	-3.491334e-05
9.691197326556719e-07	4.812554e+01	4.812551e+01	0.000000e+00	1.768315e-04	1.790916e-04	1.801998e-04	4.812556e+01	3.671002e-04	8.483197e-05	8.483904e-05	8.481619e-05	2.601456e-03	-3.473527e-05	-3.472527e-05	-3.472304e-05
9.791197326556667e-07	4.812588e+01	4.812585e+01	0.000000e+00	1.757521e-04	1.780814e-04	1.792244e-04	4.812590e+01	3.633771e-04	8.381167e-05	8.383497e-05	8.386656e-05	2.564655e-03	-3.452437e-05	-3.450271e-05	-3.449824e-05
9.891197326556615e-07	4.812622e+01	4.812619e+01	0.000000e+00	1.746941e-04	1.770372e-04	1.782184e-04	4.812623e+01	3.597366e-04	8.288054e-05	8.287178e-05	8.286133e-05	2.527762e-03	-3.431729e-05	-3.428686e-05	-3.426051e-05
